"id","fqdn/ip","port","severity","finding","cve","cwe"
"service","culturecheznous.gouv.fr/217.70.184.55","443","INFO","HTTP","",""
"pre_128cipher","culturecheznous.gouv.fr/217.70.184.55","443","INFO","No 128 cipher limit bug","",""
"SSLv2","culturecheznous.gouv.fr/217.70.184.55","443","OK","not offered","",""
"SSLv3","culturecheznous.gouv.fr/217.70.184.55","443","OK","not offered","",""
"TLS1","culturecheznous.gouv.fr/217.70.184.55","443","INFO","not offered","",""
"TLS1_1","culturecheznous.gouv.fr/217.70.184.55","443","INFO","not offered","",""
"TLS1_2","culturecheznous.gouv.fr/217.70.184.55","443","OK","offered","",""
"TLS1_3","culturecheznous.gouv.fr/217.70.184.55","443","OK","offered with final","",""
"ALPN","culturecheznous.gouv.fr/217.70.184.55","443","INFO","not offered","",""
"cipherlist_NULL","culturecheznous.gouv.fr/217.70.184.55","443","OK","not offered","","CWE-327"
"cipherlist_aNULL","culturecheznous.gouv.fr/217.70.184.55","443","OK","not offered","","CWE-327"
"cipherlist_EXPORT","culturecheznous.gouv.fr/217.70.184.55","443","OK","not offered","","CWE-327"
"cipherlist_LOW","culturecheznous.gouv.fr/217.70.184.55","443","OK","not offered","","CWE-327"
"cipherlist_3DES_IDEA","culturecheznous.gouv.fr/217.70.184.55","443","INFO","not offered","","CWE-310"
"cipherlist_OBSOLETED","culturecheznous.gouv.fr/217.70.184.55","443","LOW","offered","","CWE-310"
"cipherlist_STRONG_NOFS","culturecheznous.gouv.fr/217.70.184.55","443","INFO","not offered","",""
"cipherlist_STRONG_FS","culturecheznous.gouv.fr/217.70.184.55","443","OK","offered","",""
"cipher_order-tls1_2","culturecheznous.gouv.fr/217.70.184.55","443","INFO","NOT a cipher order configured","",""
"cipher-tls1_2_xc02c","culturecheznous.gouv.fr/217.70.184.55","443","OK","TLSv1.2   xc02c   ECDHE-ECDSA-AES256-GCM-SHA384     ECDH 256   AESGCM      256      TLS_ECDHE_ECDSA_WITH_AES_256_GCM_SHA384","",""
"cipher-tls1_2_xc00a","culturecheznous.gouv.fr/217.70.184.55","443","LOW","TLSv1.2   xc00a   ECDHE-ECDSA-AES256-SHA            ECDH 256   AES         256      TLS_ECDHE_ECDSA_WITH_AES_256_CBC_SHA","",""
"cipher-tls1_2_xc02b","culturecheznous.gouv.fr/217.70.184.55","443","OK","TLSv1.2   xc02b   ECDHE-ECDSA-AES128-GCM-SHA256     ECDH 256   AESGCM      128      TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256","",""
"cipher-tls1_2_xc009","culturecheznous.gouv.fr/217.70.184.55","443","LOW","TLSv1.2   xc009   ECDHE-ECDSA-AES128-SHA            ECDH 256   AES         128      TLS_ECDHE_ECDSA_WITH_AES_128_CBC_SHA","",""
"supportedciphers_TLSv1_2","culturecheznous.gouv.fr/217.70.184.55","443","INFO","ECDHE-ECDSA-AES256-GCM-SHA384 ECDHE-ECDSA-AES256-SHA ECDHE-ECDSA-AES128-GCM-SHA256 ECDHE-ECDSA-AES128-SHA","",""
"cipher_order","culturecheznous.gouv.fr/217.70.184.55","443","INFO","NOT a cipher order configured","",""
"FS","culturecheznous.gouv.fr/217.70.184.55","443","OK","offered","",""
"FS_ciphers","culturecheznous.gouv.fr/217.70.184.55","443","INFO","ECDHE-ECDSA-AES128-GCM-SHA256 ECDHE-ECDSA-AES128-SHA ECDHE-ECDSA-AES256-GCM-SHA384 ECDHE-ECDSA-AES256-SHA","",""
"FS_ECDHE_curves","culturecheznous.gouv.fr/217.70.184.55","443","OK","prime256v1","",""
