"id","fqdn/ip","port","severity","finding","cve","cwe"
"service","isere.gouv.fr/77.159.252.140","443","INFO","HTTP","",""
"pre_128cipher","isere.gouv.fr/77.159.252.140","443","INFO","No 128 cipher limit bug","",""
"SSLv2","isere.gouv.fr/77.159.252.140","443","OK","not offered","",""
"SSLv3","isere.gouv.fr/77.159.252.140","443","OK","not offered","",""
"TLS1","isere.gouv.fr/77.159.252.140","443","INFO","not offered","",""
"TLS1_1","isere.gouv.fr/77.159.252.140","443","INFO","not offered","",""
"TLS1_2","isere.gouv.fr/77.159.252.140","443","OK","offered","",""
"TLS1_3","isere.gouv.fr/77.159.252.140","443","OK","offered with final","",""
"ALPN","isere.gouv.fr/77.159.252.140","443","INFO","not offered","",""
"cipherlist_NULL","isere.gouv.fr/77.159.252.140","443","OK","not offered","","CWE-327"
"cipherlist_aNULL","isere.gouv.fr/77.159.252.140","443","OK","not offered","","CWE-327"
"cipherlist_EXPORT","isere.gouv.fr/77.159.252.140","443","OK","not offered","","CWE-327"
"cipherlist_LOW","isere.gouv.fr/77.159.252.140","443","OK","not offered","","CWE-327"
"cipherlist_3DES_IDEA","isere.gouv.fr/77.159.252.140","443","INFO","not offered","","CWE-310"
"cipherlist_OBSOLETED","isere.gouv.fr/77.159.252.140","443","INFO","not offered","","CWE-310"
"cipherlist_STRONG_NOFS","isere.gouv.fr/77.159.252.140","443","INFO","not offered","",""
"cipherlist_STRONG_FS","isere.gouv.fr/77.159.252.140","443","OK","offered","",""
"cipher_order-tls1_2","isere.gouv.fr/77.159.252.140","443","OK","server","",""
"cipherorder_TLSv1_2","isere.gouv.fr/77.159.252.140","443","INFO","ECDHE-RSA-AES128-GCM-SHA256","",""
"cipher_order","isere.gouv.fr/77.159.252.140","443","OK","server","",""
"FS","isere.gouv.fr/77.159.252.140","443","OK","offered","",""
"FS_ciphers","isere.gouv.fr/77.159.252.140","443","INFO","DHE-RSA-AES128-GCM-SHA256 DHE-RSA-AES256-GCM-SHA384 ECDHE-RSA-AES128-GCM-SHA256 ECDHE-RSA-AES256-GCM-SHA384","",""
"FS_ECDHE_curves","isere.gouv.fr/77.159.252.140","443","OK","prime256v1 secp384r1 secp521r1","",""
"TLS_extensions","isere.gouv.fr/77.159.252.140","443","INFO","'renegotiation info/#65281' 'server name/#0' 'EC point formats/#11' 'supported versions/#43' 'key share/#51' 'supported_groups/#10' 'max fragment length/#1' 'extended master secret/#23'","",""
"TLS_session_ticket","isere.gouv.fr/77.159.252.140","443","INFO","no -- no lifetime advertised","",""
"SSL_sessionID_support","isere.gouv.fr/77.159.252.140","443","INFO","yes","",""
"sessionresumption_ticket","isere.gouv.fr/77.159.252.140","443","INFO","not supported","",""
"sessionresumption_ID","isere.gouv.fr/77.159.252.140","443","INFO","supported","",""
"TLS_timestamp","isere.gouv.fr/77.159.252.140","443","INFO","random","",""
"certificate_compression","isere.gouv.fr/77.159.252.140","443","INFO","none","",""
"clientAuth","isere.gouv.fr/77.159.252.140","443","INFO","none","",""
"cert_numbers","isere.gouv.fr/77.159.252.140","443","INFO","1","",""
"cert_signatureAlgorithm","isere.gouv.fr/77.159.252.140","443","OK","SHA256 with RSA","",""
"cert_keySize","isere.gouv.fr/77.159.252.140","443","INFO","RSA 2048 bits (exponent is 65537)","",""
"cert_keyUsage","isere.gouv.fr/77.159.252.140","443","INFO","Digital Signature, Key Encipherment","",""
"cert_extKeyUsage","isere.gouv.fr/77.159.252.140","443","INFO","TLS Web Server Authentication","",""
"cert_serialNumber","isere.gouv.fr/77.159.252.140","443","INFO","B26EBB797B1BDE3FE102A0E7603EA58A","",""
"cert_serialNumberLen","isere.gouv.fr/77.159.252.140","443","INFO","16","",""
"cert_fingerprintSHA1","isere.gouv.fr/77.159.252.140","443","INFO","6EC416473A8D1363B4AD7FF5C9C424DEA853B9D9","",""
"cert_fingerprintSHA256","isere.gouv.fr/77.159.252.140","443","INFO","D33CD2955215730C5D737D71A5CAC603DE68D237962950400D59D64627BA3F9B","",""
"cert","isere.gouv.fr/77.159.252.140","443","INFO","-----BEGIN CERTIFICATE-----\nMIIITzCCBjegAwIBAgIRALJuu3l7G94/4QKg52A+pYowDQYJKoZIhvcNAQELBQAwfTELMAkGA1UEBhMCRlIxEjAQBgNVBAoMCURISU1ZT1RJUzEcMBoGA1UECwwTMDAwMiA0ODE0NjMwODEwMDAzNjEdMBsGA1UEYQwUTlRSRlItNDgxNDYzMDgxMDAwMzYxHTAbBgNVBAMMFENlcnRpZ25hIFNlcnZpY2VzIENBMB4XDTIzMTAwMjIyMDAwMFoXDTI0MTAzMTIyNTk1OVowcTELMAkGA1UEBhMCRlIxDjAMBgNVBAcMBVBBUklTMSEwHwYDVQQKDBhNSU5JU1RFUkUgREUgTCBJTlRFUklFVVIxGjAYBgNVBAMMEXd3dy5pc2VyZS5nb3V2LmZyMRMwEQYDVQQFEwpTMjg2OTUzMzc1MIIBIjANBgkqhkiG9w0BAQEFAAOCAQ8AMIIBCgKCAQEA4VZsESeqFyz3otvDuTrUWKEqDEKdvW9WqHxzRMOWkrzsmnFKelTInflnnKEOog8xUQJtgbvwA1soQx1jce9OYdBxxvAsZ89nhR+hkpDL1JA9Od4pQ+snbrIEEoMcCMOkE/qIlEbYxlrQivIw/sbrQ6+bcSsX9+Dbg7DOggK5pCBgM9GBm1ui2rXsRXt5vz8cw7Eda05RJnzpqy1PdCddVRjE/KEUEBdBmNuKzY0uDK83wDPjOJPuEv2w517d7W50UCq+jp6S7b5qf2Nh8uLQC5+ccChXqZk7IDJuWxtXL+/9A9QvAQ2lDxgEWc6QJ2Pxhxx6sRswg31GU9cPERtbGQIDAQABo4ID1DCCA9AwgeQGCCsGAQUFBwEBBIHXMIHUMDYGCCsGAQUFBzAChipodHRwOi8vYXV0b3JpdGUuY2VydGlnbmEuZnIvc2VydmljZXNjYS5kZXIwOAYIKwYBBQUHMAKGLGh0dHA6Ly9hdXRvcml0ZS5kaGlteW90aXMuY29tL3NlcnZpY2VzY2EuZGVyMC4GCCsGAQUFBzABhiJodHRwOi8vc2VydmljZXNjYS5vY3NwLmNlcnRpZ25hLmZyMDAGCCsGAQUFBzABhiRodHRwOi8vc2VydmljZXNjYS5vY3NwLmRoaW15b3Rpcy5jb20wHwYDVR0jBBgwFoAUrOyGj0s3HLh/FxsZ0K7oTuM0XBIwCQYDVR0TBAIwADBhBgNVHSAEWjBYMAgGBmeBDAECAjBMBgsqgXoBgTECBQEBATA9MDsGCCsGAQUFBwIBFi9odHRwczovL3d3dy5jZXJ0aWduYS5jb20vYXV0b3JpdGUtY2VydGlmaWNhdGlvbjBlBgNVHR8EXjBcMC2gK6AphidodHRwOi8vY3JsLmRoaW15b3Rpcy5jb20vc2VydmljZXNjYS5jcmwwK6ApoCeGJWh0dHA6Ly9jcmwuY2VydGlnbmEuZnIvc2VydmljZXNjYS5jcmwwEwYDVR0lBAwwCgYIKwYBBQUHAwEwDgYDVR0PAQH/BAQDAgWgMCsGA1UdEQQkMCKCDWlzZXJlLmdvdXYuZnKCEXd3dy5pc2VyZS5nb3V2LmZyMB0GA1UdDgQWBBRdQHKc/MpNgMYzi/QOl/ZtV4rDYDCCAX4GCisGAQQB1nkCBAIEggFuBIIBagFoAHYA7s3QZNXbGs7FXLedtM0TojKHRny87N7DUUhZRnEftZsAAAGK9mQMSwAABAMARzBFAiEAw7+SL6r6bWjamdwgFaBXddOlMm2WB/r/N7w/evtQZ1ACIBoQjvpWwNWOZKm18BERyn/1n/f1f3sOhZZVsfVWv2hsAHcAdv+IPwq2+5VRwmHM9Ye6NLSkzbsp3GhCCp/mZ0xaOnQAAAGK9mQMpgAABAMASDBGAiEAr3H7YdBwOoP4mJedTyfgbNe9zX2K4JyODLxpE5VdOEsCIQCxwbca3j4EjdkCrN21EnTIQDOxAkcuOCtsKnyBAfFphAB1AEiw42vapkc0D+VqAvqdMOscUgHLVt0sgdm7v6s52IRzAAABivZkETkAAAQDAEYwRAIgN8II6doM8KXUKfQ+NTH22e2IkcuylUr7ozl9msnnMQMCIG2Xw+ou4+cF3BLOwUPeG7enAOQKvcPgr85bG1qtXlCYMA0GCSqGSIb3DQEBCwUAA4ICAQAqbjBfd5N1jWxdpbGpuO8DQ3SWPheYK8OMOE4QPQcRVEiH6KoEyB6ZC51UYGyHNeT7W4Y6BzBlKH63KeqweRQRE/bYakDkRNs0aRwu/a4NgPTJLpGpKntWWy0lp72DN9kf7XBCViSHhZmJAipg4q/F8kFQ7wKinTRsngMl3GgSZ1CIM3TIGpyCnZp3jli/+77LIKzqjyliZzaZ107RhnI/BkIm7XapM5tiagFgKQ19PDhbtdJHNgZFcN+x+ZDBygrLu1MgVFljtdTevvtdTfeXwfvVn86KuCAPHVOOERB0gyaeKC8Njj4n8V9ukQhJDCjKB8A4my9GcdhRfHQbGSLA1FtMDjPGRGFf+WlaTER8Bi0ViAOs+BhgiUs8yU9CqNRx360mDWQRxURy2q6D8FABMmtiA2ak/RSwcnggOQhwomGp2AvNMOxI0zKMoT0xuJ4ik3XUBMfAAOzA7ZbToocEag56qR1G4e9OkBqXfNjmospb/n3rz1JVVJepVmlIVgGYx7oERh5e7LhdzuaG1X2bXG5gv9KqgOlN6AyaBJ2D3pbfELYLCg9Fs5fKxSnzjsKKW8S/vmWTtnoEk8RpLai+f7aUrlQ2vdFBETRGGc4NPUSAoYe9uO/3pKAMvZJMN/Pxlafzovm6++8OQUm0MGwExdssFAOX67mI1xnJ2iIOjA==\n-----END CERTIFICATE-----","",""
"cert_commonName","isere.gouv.fr/77.159.252.140","443","OK","www.isere.gouv.fr","",""
"cert_commonName_wo_SNI","isere.gouv.fr/77.159.252.140","443","INFO","default.phi67.zd-est.pref.gouv.fr","",""
"cert_subjectAltName","isere.gouv.fr/77.159.252.140","443","INFO","isere.gouv.fr www.isere.gouv.fr","",""
"cert_trust","isere.gouv.fr/77.159.252.140","443","OK","Ok via SAN (SNI mandatory)","",""
"cert_chain_of_trust","isere.gouv.fr/77.159.252.140","443","OK","passed.","",""
"cert_certificatePolicies_EV","isere.gouv.fr/77.159.252.140","443","INFO","no","",""
"cert_expirationStatus","isere.gouv.fr/77.159.252.140","443","OK","254 >= 60 days","",""
"cert_notBefore","isere.gouv.fr/77.159.252.140","443","INFO","2023-10-02 22:00","",""
"cert_notAfter","isere.gouv.fr/77.159.252.140","443","OK","2024-10-31 22:59","",""
"cert_extlifeSpan","isere.gouv.fr/77.159.252.140","443","OK","certificate has no extended life time according to browser forum","",""
"cert_eTLS","isere.gouv.fr/77.159.252.140","443","INFO","not present","",""
"cert_crlDistributionPoints","isere.gouv.fr/77.159.252.140","443","INFO","http://crl.dhimyotis.com/servicesca.crl http://crl.certigna.fr/servicesca.crl","",""
"cert_ocspURL","isere.gouv.fr/77.159.252.140","443","INFO","http://servicesca.ocsp.certigna.fr http://servicesca.ocsp.dhimyotis.com","",""
"OCSP_stapling","isere.gouv.fr/77.159.252.140","443","LOW","not offered","",""
"cert_mustStapleExtension","isere.gouv.fr/77.159.252.140","443","INFO","--","",""
"DNS_CAArecord","isere.gouv.fr/77.159.252.140","443","LOW","--","",""
"certificate_transparency","isere.gouv.fr/77.159.252.140","443","OK","yes (certificate extension)","",""
"certs_countServer","isere.gouv.fr/77.159.252.140","443","INFO","2","",""
"certs_list_ordering_problem","isere.gouv.fr/77.159.252.140","443","INFO","no","",""
"cert_caIssuers","isere.gouv.fr/77.159.252.140","443","INFO","Certigna Services CA (DHIMYOTIS from FR)","",""
