"id","fqdn/ip","port","severity","finding","cve","cwe"
"service","reunion.gouv.fr/77.159.252.140","443","INFO","HTTP","",""
"pre_128cipher","reunion.gouv.fr/77.159.252.140","443","INFO","No 128 cipher limit bug","",""
"SSLv2","reunion.gouv.fr/77.159.252.140","443","OK","not offered","",""
"SSLv3","reunion.gouv.fr/77.159.252.140","443","OK","not offered","",""
"TLS1","reunion.gouv.fr/77.159.252.140","443","INFO","not offered","",""
"TLS1_1","reunion.gouv.fr/77.159.252.140","443","INFO","not offered","",""
"TLS1_2","reunion.gouv.fr/77.159.252.140","443","OK","offered","",""
"TLS1_3","reunion.gouv.fr/77.159.252.140","443","OK","offered with final","",""
"ALPN","reunion.gouv.fr/77.159.252.140","443","INFO","not offered","",""
"cipherlist_NULL","reunion.gouv.fr/77.159.252.140","443","OK","not offered","","CWE-327"
"cipherlist_aNULL","reunion.gouv.fr/77.159.252.140","443","OK","not offered","","CWE-327"
"cipherlist_EXPORT","reunion.gouv.fr/77.159.252.140","443","OK","not offered","","CWE-327"
"cipherlist_LOW","reunion.gouv.fr/77.159.252.140","443","OK","not offered","","CWE-327"
"cipherlist_3DES_IDEA","reunion.gouv.fr/77.159.252.140","443","INFO","not offered","","CWE-310"
"cipherlist_OBSOLETED","reunion.gouv.fr/77.159.252.140","443","INFO","not offered","","CWE-310"
"cipherlist_STRONG_NOFS","reunion.gouv.fr/77.159.252.140","443","INFO","not offered","",""
"cipherlist_STRONG_FS","reunion.gouv.fr/77.159.252.140","443","OK","offered","",""
"cipher_order-tls1_2","reunion.gouv.fr/77.159.252.140","443","OK","server","",""
"cipherorder_TLSv1_2","reunion.gouv.fr/77.159.252.140","443","INFO","ECDHE-RSA-AES128-GCM-SHA256","",""
"cipher_order","reunion.gouv.fr/77.159.252.140","443","OK","server","",""
"FS","reunion.gouv.fr/77.159.252.140","443","OK","offered","",""
"FS_ciphers","reunion.gouv.fr/77.159.252.140","443","INFO","DHE-RSA-AES128-GCM-SHA256 DHE-RSA-AES256-GCM-SHA384 ECDHE-RSA-AES128-GCM-SHA256 ECDHE-RSA-AES256-GCM-SHA384","",""
"FS_ECDHE_curves","reunion.gouv.fr/77.159.252.140","443","OK","prime256v1 secp384r1 secp521r1","",""
"TLS_extensions","reunion.gouv.fr/77.159.252.140","443","INFO","'renegotiation info/#65281' 'server name/#0' 'EC point formats/#11' 'supported versions/#43' 'key share/#51' 'supported_groups/#10' 'max fragment length/#1' 'extended master secret/#23'","",""
"TLS_session_ticket","reunion.gouv.fr/77.159.252.140","443","INFO","no -- no lifetime advertised","",""
"SSL_sessionID_support","reunion.gouv.fr/77.159.252.140","443","INFO","yes","",""
"sessionresumption_ticket","reunion.gouv.fr/77.159.252.140","443","INFO","not supported","",""
"sessionresumption_ID","reunion.gouv.fr/77.159.252.140","443","INFO","not supported","",""
"TLS_timestamp","reunion.gouv.fr/77.159.252.140","443","INFO","random","",""
"certificate_compression","reunion.gouv.fr/77.159.252.140","443","INFO","none","",""
"clientAuth","reunion.gouv.fr/77.159.252.140","443","INFO","none","",""
"cert_numbers","reunion.gouv.fr/77.159.252.140","443","INFO","1","",""
"cert_signatureAlgorithm","reunion.gouv.fr/77.159.252.140","443","OK","SHA256 with RSA","",""
"cert_keySize","reunion.gouv.fr/77.159.252.140","443","INFO","RSA 2048 bits (exponent is 65537)","",""
"cert_keyUsage","reunion.gouv.fr/77.159.252.140","443","INFO","Digital Signature, Key Encipherment","",""
"cert_extKeyUsage","reunion.gouv.fr/77.159.252.140","443","INFO","TLS Web Server Authentication","",""
"cert_serialNumber","reunion.gouv.fr/77.159.252.140","443","INFO","4D239AE9C380BB3CF9C6E0DBB75F91F8","",""
"cert_serialNumberLen","reunion.gouv.fr/77.159.252.140","443","INFO","16","",""
"cert_fingerprintSHA1","reunion.gouv.fr/77.159.252.140","443","INFO","2C1C39909CCA767C33C6BD0C545EBF067CEBB1EA","",""
"cert_fingerprintSHA256","reunion.gouv.fr/77.159.252.140","443","INFO","A9CDAE11320CD7D53889C35A81B043E984E2EEBE0555FB76DADAA7EF6AF7B4F6","",""
